"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GIF",35.8402304797179,2.33945842447526e-06,0.00144269523999363,0.00569564014441497,0.0186563940117026
"RSPH4A",34.625569945482,6.37112848150145e-06,0.00144269510217061,0.00569772282678471,0.0186601589187115
"SOCS2",770.164746623126,7.86524277186613e-06,0.00144269484806342,0.00570766609922297,0.0186880606315725
"SLC7A1",1120.14382185716,-1.09462999740202e-05,0.00144269437850858,0.00570811174737487,0.0186880606315725
"EPAS1",4188.75526650271,1.00664068890103e-05,0.00144269470690866,0.00571498499534981,0.0187074999995128
"KRT35",38.3061953884447,1.54791806862373e-06,0.0014426951863472,0.00571620598715955,0.0187084338692533
"UPK3A",61.6709500720882,3.83087915225511e-06,0.00144269525606734,0.00572416840787553,0.018728362485201
"OR10T2",38.918542062723,3.69042474489048e-07,0.00144269505842343,0.00572369239191372,0.018728362485201
"ADC",766.451300221804,-8.27494606730425e-06,0.0014426935254901,0.00572863381906717,0.0187399058538006
"ORC6",5616.73346466042,0.384273594669429,0.569138346321618,0.00573233170011189,0.0187489350584062
"ASB14",95.0229865062857,8.02804167061162e-06,0.00144269408806129,0.00573431508908474,0.0187523545782074
"BDKRB1",164.25232903461,6.40361753746769e-06,0.00144269511408398,0.00575169228342049,0.0188061055625036
"KCNJ2",134.598860807258,8.26558354538953e-06,0.00144269406202892,0.00575308494880798,0.0188075834641051
"CCDC70",18.00823791973,1.18630174751852e-06,0.00144269514996759,0.00575481757187807,0.0188101720667206
"PHGR1",115.843494673411,3.72878778162484e-06,0.00144269525849742,0.00575764223381082,0.0188163286732288
"PLSCR5",16.0235239381257,7.06870355727115e-07,0.00144269509562688,0.00576204039916479,0.0188276247329467
"ENPP7",64.8294883834663,3.88863954944173e-06,0.00144269524967854,0.00577018224356293,0.0188511476761107
"RP11-383H13.1",279.54653309162,1.0683507336653,0.265260463365527,0.00577385117544013,0.0188579063191692
"AL138847.1",86.7408793202017,7.50320218753161e-06,0.00144269357481206,0.00577413736550733,0.0188579063191692
"SENP5",1316.49235715851,-1.83462356752672e-05,0.00144269247596791,0.00577866561969453,0.0188696130001915
"TNFRSF8",105.416756367688,6.99664456181085e-06,0.00144269526937435,0.00578205302971588,0.0188775911620084
"NPHP3",996.302987001731,1.81972095124534e-05,0.00144269132056626,0.00578555662661934,0.018880931864397
"SETDB1",1602.63316377001,-1.79066165915259e-05,0.00144269263385121,0.00578426029929191,0.018880931864397
"ZNF623",551.229661521363,-9.39150410054685e-06,0.00144269466556778,0.00578590924943284,0.018880931864397
"PDK3",792.655681382431,-8.09280935068766e-06,0.00144269485247397,0.00579876406101219,0.0189197925319644
"RPE65",11.761438836324,2.23918632277611e-06,0.00144269522433712,0.00581108900754302,0.0189530278621325
"LYPD3",2749.75371528038,5.52674091512649e-06,0.00144269514756261,0.00581384863779809,0.0189530278621325
"SOX15",246.180583348406,6.88957813078591e-06,0.00144269504159215,0.00581463803672704,0.0189530278621325
"JMJD1C",1241.59231338886,1.23361702428383e-05,0.00144269458283511,0.00581290551491729,0.0189530278621325
"TOMM5",1170.28195574972,-9.65238299668821e-06,0.00144269460519158,0.00581363907805635,0.0189530278621325
"MOG",692.556304565933,6.82187465374185e-06,0.00144269505893091,0.00581306309547301,0.0189530278621325
"FGL2",427.609261549165,9.49918393313681e-06,0.00144269469064437,0.00581742165900206,0.0189590103749123
"ZNF692",2791.28596256096,-1.12502870214146e-05,0.00144269427116302,0.00583641023175241,0.0190177943568543
"TTC26",174.000417093129,9.50940961500085e-06,0.0014426941594809,0.00583854860583585,0.0190216621843054
"SLC39A13",2041.32731345069,-1.18469699824855e-05,0.00144269397254864,0.00584184292861776,0.0190292941535978
"STRADB",504.509551832613,1.07546439597037e-05,0.00144269633255877,0.00584353659589658,0.0190317104900401
"CCDC147",26.0953412021668,4.72717118701547e-06,0.00144269518725622,0.00585324217515456,0.019060215643329
"ADCY9",691.764067880167,1.274038328176e-05,0.00144269361284607,0.00586015662888583,0.0190796241064881
"GPR157",1359.82858981176,-1.47063515783326e-05,0.00144269339188687,0.00587816944597232,0.0191351546569148
"SMN1",609.169712439527,9.49745182720179e-06,0.00144269341296696,0.00588525489897159,0.0191551011639326
"CBLB",1000.7420110188,9.19181337356849e-06,0.00144269475440342,0.005889942460354,0.0191672378828642
"TFPT",503.989971256437,-9.24403156309154e-06,0.0014426940698503,0.00589134949780212,0.0191683975919281
"TCEAL1",321.410697937067,8.85700205268106e-06,0.00144269356301548,0.00589221624487298,0.0191683975919281
"PLCB1",376.981848997643,1.06739169994429e-05,0.0014426990271834,0.00590147459007822,0.0191953933551365
"MDC1",1347.04276464556,-1.29746382177367e-05,0.00144269386064965,0.00591524940255223,0.0192370684051121
"SLC8A1",399.451375978773,9.98176388690473e-06,0.00144269351468441,0.0059234062949572,0.0192604627518904
"IL17B",117.32434837057,4.26794354633498e-06,0.00144269522025383,0.00592724113110765,0.019269798239897
"C11orf80",1585.57852792418,-1.14638963817533e-05,0.00144269414300049,0.00592907251615574,0.0192726184178211
"TBC1D26",130.150898280331,4.10334142374991e-06,0.00144269522775305,0.0059339495182156,0.0192853359342007
"PCDHB2",400.468015296203,-6.8647753835046e-06,0.00144269495758425,0.00593552336544442,0.0192873158083367
"CD74",47761.0017774502,-6.99624496945349e-06,0.00144269189920736,0.00593664269497548,0.0192878183365843
"PML",3876.76493736686,-1.79982711954728e-05,0.00144269222377012,0.00594345327642302,0.0193068082548825
"AGBL1",57.1489488519333,1.83339367015461e-06,0.00144269520399801,0.00595840877414308,0.0193522457813868
"DAW1",20.8694098970187,4.51048436108447e-06,0.00144269518221046,0.00596298702949289,0.0193639698989249
"MIA",2493.14108678761,-4.3172293258345e-06,0.00144269518727884,0.00596556690070112,0.0193692017883433
"ADSSL1",554.953464926004,9.54371237740654e-06,0.00144269467203527,0.00597124243494486,0.0193813346175792
"RP11-770J1.5",81.149811606367,2.92011693154786e-06,0.00144269524318432,0.00597075625370036,0.0193813346175792
"OR52M1",15.3378115943886,4.45005058142131e-07,0.00144269506560735,0.00598211437170062,0.0194134709864928
"TMEM160",670.458686248285,-6.85765584633854e-06,0.00144269493721315,0.00599445685453142,0.0194503684436062
"MDK",5137.23241626628,-8.60706572257775e-06,0.00144269446900501,0.00600075159757235,0.019455006882092
"MCTP2",455.821517869731,8.80478292962942e-06,0.00144269469374253,0.00599989222209454,0.019455006882092
"SLC10A4",28.1446184753392,3.78599972178235e-06,0.00144269510675093,0.00599994326712382,0.019455006882092
"KIR3DL1",19.9133634959534,1.7182891024982e-06,0.00144269519318466,0.00600030487806755,0.019455006882092
"POP7",965.368597585409,-7.80515331824521e-06,0.00144269479801012,0.00599835256875903,0.019455006882092
"SLC25A41",24.1199132154429,1.72081515796917e-06,0.00144269165571565,0.00600552821353519,0.0194673364301917
"TMEM258",1839.68082918187,-1.28120075441104e-05,0.00144269373776525,0.00600677124114949,0.0194682094659658
"PIK3AP1",413.585117394307,-7.91390740256158e-06,0.00144269477683225,0.00601066500503566,0.0194772644373855
"RP11-1026M7.2",19.0972077901891,2.02855284091506e-06,0.00144269521085256,0.00601151339617416,0.0194772644373855
"CBWD6",1875.42998599863,1.8550768121169e-05,0.00144269200164823,0.00601716586980697,0.0194924197020286
"ZNF804B",39.9564384714409,1.09865969217842e-06,0.00144269513919948,0.00602300067010358,0.0195081606023086
"ADRB1",63.6488037799892,6.69640153737538e-06,0.00144269503102741,0.0060309281415265,0.0195306733498025
"TIMP3",5446.90860317836,9.23336302439534e-06,0.0014426938567603,0.00603464490704432,0.0195395449832298
"U2AF2",4670.36281689959,-1.18549468138297e-05,0.00144269386376111,0.0060366507239086,0.019539710955776
"PGBD4",70.7660018444766,6.81756383767871e-06,0.00144269495324155,0.00603631537837235,0.019539710955776
"ISG20",1743.66762660966,-9.58255806858635e-06,0.00144269444368475,0.00603908135693612,0.0195444144788898
"SORT1",1654.21514089415,-1.43862670933415e-05,0.00144269313916852,0.0060401298969171,0.0195446443047355
"MFGE8",20187.3736548339,-7.7615659213236e-06,0.0014426947696557,0.00605207061670866,0.0195769454635937
"PKDCC",1349.90202016677,9.58555883343356e-06,0.00144269351703554,0.006051978796004,0.0195769454635937
"TEKT3",83.8361801257318,5.55069061992445e-06,0.00144269510026213,0.00605405823725071,0.0195770403356931
"ARHGAP30",1203.92689566935,-1.28741458847471e-05,0.00144269385969764,0.0060533884109955,0.0195770403356931
"EPHA2",1138.75492026407,8.3004559623253e-06,0.00144269481442591,0.00606098190282168,0.0195962600525577
"KLF14",44.3026162290029,3.63192496374427e-06,0.0014426952229964,0.00606306435256573,0.0195998235513661
"ARF5",4102.37664106313,-1.06471413430765e-05,0.00144269386049279,0.00607196012242924,0.0196254074826787
"HOXB1",47.1172704381393,2.031997773446e-06,0.00144269521238741,0.00607400393070761,0.0196288402441519
"CCDC137",816.133517670225,-1.05692290066221e-05,0.0014426942093502,0.00607754359682541,0.0196371051510872
"MTMR9",319.431500144489,1.51785054652431e-05,0.00144269299317089,0.00608010037211243,0.0196421920891931
"MOCOS",658.830671313877,8.28815857894049e-06,0.00144269313195931,0.00608364376491903,0.0196504642061052
"ATAD3B",2088.75077339771,-1.57527155355937e-05,0.00144269270599749,0.00609583618154379,0.0196866659043428
"CDK19",611.583490459055,-1.05570750961508e-05,0.00144269419815642,0.00610104433994424,0.0197003037036249
"PLXNA3",2942.15448849033,-1.25830310666923e-05,0.00144269147739849,0.00610643043989708,0.0197145115800585
"XPA",393.238636204775,1.04327000550446e-05,0.00144269394963693,0.00611259210428206,0.0197312183618042
"AC116407.2",2255.0372154193,1.09876788820829e-05,0.00144269402964676,0.00611453030360695,0.0197342887635702
"CPNE8",231.622485508718,9.02422759704937e-06,0.00144269449749488,0.00613520644813459,0.0197978240355073
"KEAP1",2008.84434538872,-1.43047784189184e-05,0.00144269308239455,0.00614768824508551,0.0198349005603098
"CATSPER1",56.7769851970086,3.74747083098882e-06,0.00144269521089088,0.00615061915947208,0.0198411551265706
"MST4",160.472347747112,-7.84221646850137e-06,0.00144269471943048,0.00615490643170209,0.019851782415785
"CRB3",678.082065691916,-7.44930232568656e-06,0.00144269478834924,0.00616564746415267,0.0198832186126239
"VPS18",631.313431593757,-1.50570155797095e-05,0.00144269279460751,0.00617470047906576,0.019906707601029
"PCNT",1362.67122120847,-1.56917287063713e-05,0.00144269256683577,0.00617591813790052,0.019906707601029
"CHAF1A",1120.80324993111,-1.01155561611908e-05,0.00144269423254859,0.00617511370068082,0.019906707601029
"FAM213B",797.266058365658,-9.4839486550614e-06,0.00144269438939389,0.00618004187518186,0.0199167887254007
"COL3A1",31005.6672907961,-8.23768550676503e-06,0.00144269461501113,0.00619592027391656,0.0199615259356571
"GDPD4",54.691767555943,3.08704017780697e-06,0.0014426951936693,0.00619567315183208,0.0199615259356571
"CLCN2",515.098231900821,-8.92795805950356e-06,0.00144269448749328,0.00619850162031757,0.0199666250034847
"TEX15",46.2934517974423,2.99923583118853e-06,0.00144269522413145,0.00620895244701151,0.0199841911180857
"CETN3",162.988837086427,6.8431959400268e-06,0.00144269490222217,0.00620861617569633,0.0199841911180857
"NLRP7",55.8735169320167,3.3030435798899e-06,0.00144269522609077,0.00620535204947522,0.0199841911180857
"SPEM1",23.7185613320114,1.86560498223617e-06,0.00144269519781728,0.0062076220845054,0.0199841911180857
"METTL7A",1638.52301206921,1.16197553971947e-05,0.00144269392313529,0.0062078007366836,0.0199841911180857
"CFHR3",33.98444635647,9.57068170445635e-07,0.00144269512239485,0.00622071438982183,0.0200188256092222
"PLEKHB1",1213.3793315814,-7.98495387441618e-06,0.00144269466003108,0.00622186412839853,0.0200193034089476
"WDR87",27.55108346687,2.24535542830536e-06,0.00144269521433964,0.0062241197978151,0.020023338895819
"YIF1B",2880.46329532622,-1.24944986102799e-05,0.00144269221592874,0.00623895335685446,0.0200678303437819
"MXI1",1191.98867089945,8.95653641896839e-06,0.00144269304392751,0.00624139348296015,0.0200724499434301
"RCBTB2",340.257335765153,1.04660065624198e-05,0.00144269455473785,0.00624262987976386,0.020073197461563
"SAMD14",319.284429505635,9.98419389830087e-06,0.00144269245233201,0.00624456458141679,0.0200761897798436
"GATA2",665.075116172732,7.70103880937451e-06,0.0014426947610265,0.00625005194678626,0.0200906010649589
"AC104809.3",243.614050377183,3.96802769136238e-06,0.00144269515255864,0.0062536180952305,0.020098833016563
"RAN",4649.14880716951,-1.00742446064516e-05,0.00144269418114135,0.00625582761640826,0.0201027028869281
"C15orf65",59.51027828724,3.6616493015886e-06,0.00144269520305263,0.00625727358092695,0.020104118267243
"MRPL24",1247.06402231212,-8.93628721749482e-06,0.00144269444942993,0.00626513148699064,0.0201261309368398
"MVB12A",1930.06911222502,-1.56130915075818e-05,0.00144269242792862,0.00626645504690024,0.0201271489490319
"TLL1",119.261074635086,7.88530400249997e-06,0.00144269420840035,0.00627934025806972,0.0201652953934863
"GRIN2C",118.927887197605,8.82874181824208e-06,0.00144268940534782,0.00628318252024943,0.020174393979423
"CHD7",1813.42128712728,-0.000124969182027913,0.00144539548326419,0.00628686484749873,0.0201829761979592
"H2BFM",32.819235045724,3.76145837779667,1.10025642361481,0.00629168510471626,0.0201952082170006
"TDGF1",228.453018344283,6.65589902491607e-06,0.00144269490356025,0.00630737182736384,0.020242310163132
"TIMMDC1",1354.37924190098,-9.55702450777694e-06,0.00144268899450639,0.00631386349261649,0.0202566409934811
"SLC9C2",16.5334224612807,1.43323870418237e-06,0.00144269516670777,0.00631345774868151,0.0202566409934811
"PUS7",328.149991864694,-9.63558318540262e-06,0.00144269424155427,0.00634083135278932,0.0203366349162127
"MGMT",1068.3015753596,1.18526318474311e-05,0.00144269382418676,0.0063401615508017,0.0203366349162127
"COX4I2",82.1895102611707,4.54322469798042e-06,0.00144269491096725,0.00634208283532914,0.0203373864008935
"KLHL36",1861.58127943434,-1.86962951905196e-05,0.00144268792015585,0.0063457772587698,0.0203459702552667
"TSPYL6",90.0202754291697,9.80370573285504e-06,0.00144269423494508,0.00635355644413223,0.0203676459105307
"NDUFA4L2",1781.89014549787,-7.19575580651797e-06,0.00144269474474208,0.00636749966122593,0.0204058003248199
"MUC2",42.7289356600438,3.46474227060703e-06,0.00144269519969218,0.00636714543908115,0.0204058003248199
"C11orf83",395.325255126708,-1.29080041283335e-05,0.00144269382729669,0.00639443618398848,0.0204888392728631
"TPRN",608.116784197209,-1.15554922740604e-05,0.0014426936459555,0.00640282406950912,0.0205124282079419
"DIRAS2",51.6090737473013,3.11756638752509e-06,0.00144269517027006,0.00640431240091003,0.0205139093469714
"SUCLG1",6138.59777542064,8.3673846887466e-06,0.00144269455803513,0.00641259552348959,0.0205371511928001
"FRZB",266.930660753085,7.75473941621221e-06,0.00144269467220037,0.00641369258575031,0.0205373750095278
"FYTTD1",852.976842625433,1.62051001504788e-05,0.00144269072495573,0.00643376608785027,0.0205983537486755
"KCNK3",90.2268861839324,1.03392576552053e-05,0.00144269525258006,0.00643885940880994,0.0206113600736065
"MRPL37",1339.6289789098,-8.95877754723651e-06,0.00144269434395292,0.00644773892799006,0.0206331773569516
"PCF11",1548.98112826167,1.98234492120266e-05,0.00144269027697359,0.0064470784805524,0.0206331773569516
"FAM13B",740.477731462812,1.07963976628058e-05,0.00144269220291997,0.00646416956832224,0.0206824462072388
"CHRDL2",380.902200187518,4.58044855552302e-06,0.00144269512477342,0.00647575791487822,0.0207128945368861
"ATP10D",545.058249813063,9.78335255635449e-06,0.00144269344063667,0.00647487316953993,0.0207128945368861
"OBP2A",194.825692028341,-3.6161218438061e-06,0.00144269516892398,0.00648335642735916,0.020733881703234
"TIGD6",199.109554456838,1.00876504535254e-05,0.00144269246761157,0.00648910440777081,0.020748945071001
"PSMA5",1079.79396489494,-8.61007962909768e-06,0.00144269439664404,0.00650233995233243,0.0207855133933121
"ARPC4",4121.32385747338,-9.96591889535925e-06,0.00144269366260699,0.0065026200997883,0.0207855133933121
"CCDC27",10.8639591762522,2.39152402021832,0.999484129782863,0.00650461771970358,0.0207862444901658
"FAM169A",78.8812889896576,6.89983573186043e-06,0.00144269459042469,0.00650492806716853,0.0207862444901658
"USH1C",46.9267613664315,2.41073548811294,0.949115975739564,0.00650678371411964,0.0207888516427146
"AC132216.1",13.1763977932464,1.13765222667197e-06,0.00144269513821563,0.00651528648585401,0.0208126918035094
"CXCL14",3188.2515730375,6.37497309689424e-06,0.00144269465748278,0.00651800848202336,0.0208180609568011
"AP002884.2",50.1613379560037,4.06172962119682e-06,0.00144269380879765,0.0065293312781636,0.0208508943580263
"OR5K1",17.6301098102599,4.68217033989361,1.95450115687754,0.00653145106617184,0.0208543328995592
"POC1B-GALNT4",40.0630787895562,3.09132028826192e-06,0.0014426951972964,0.00655867822406737,0.0209379231058603
"MCHR1",53.9333703367983,3.23274175361448,0.540051094817327,0.0065623461637817,0.020946288186247
"ANKH",3122.12957651966,-1.37196238883266e-05,0.00144269282521238,0.00656834480173994,0.0209620887415783
"PIM2",1522.65040495989,-8.95427624672251e-06,0.00144269427771566,0.00657142466635161,0.0209643001954699
